rollout/ep_len_mean,time/fps,time/time_elapsed,train/ent_coef_loss,train/learning_rate,time/total_timesteps,train/critic_loss,train/n_updates,rollout/ep_rew_mean,train/actor_loss,train/ent_coef,time/episodes
-29.024921417236328,124,0.00075,-21.88632583618164,3.1217219829559326,0.0823652371764183,70000,3334,500.0,0.0,227,307
,128,,,,,70000,,500.0,0.0,227,307
,132,,,,,70000,,500.0,0.0,227,307
,136,,,,,70000,,500.0,0.0,227,307
,140,,,,,70000,,500.0,0.0,227,307
-31.714136123657227,144,0.00075,-22.037853240966797,0.07331480085849762,0.056863442063331604,80000,3834,500.0,0.0,261,305
,148,,,,,80000,,500.0,0.0,261,305
,152,,,,,80000,,500.0,0.0,261,305
,156,,,,,80000,,500.0,0.0,261,305
,160,,,,,80000,,500.0,0.0,261,305
-36.648345947265625,164,0.00075,-21.2857666015625,0.10858312249183655,0.03942478075623512,90000,4334,500.0,0.0,295,304
,168,,,,,90000,,500.0,0.0,295,304
,172,,,,,90000,,500.0,0.0,295,304
,176,,,,,90000,,500.0,0.0,295,304
,180,,,,,90000,,500.0,0.0,295,304
-39.83546447753906,184,0.00075,-20.544397354125977,3.137293815612793,0.027536990121006966,100000,4834,500.0,0.0,327,305
,188,,,,,100000,,500.0,0.0,327,305
,192,,,,,100000,,500.0,0.0,327,305
,196,,,,,100000,,500.0,0.0,327,305
,200,,,,,100000,,500.0,0.0,327,305
-39.02531433105469,204,0.00075,-20.550254821777344,0.032828934490680695,0.019497886300086975,110000,5334,500.0,0.0,358,306
,208,,,,,110000,,500.0,0.0,358,306
,212,,,,,110000,,500.0,0.0,358,306
,216,,,,,110000,,500.0,0.0,358,306
,220,,,,,110000,,500.0,0.0,358,306
-40.597869873046875,224,0.00075,-19.931541442871094,0.03745831176638603,0.013948800973594189,120000,5834,500.0,0.0,389,308
,228,,,,,120000,,500.0,0.0,389,308
,232,,,,,120000,,500.0,0.0,389,308
,236,,,,,120000,,500.0,0.0,389,308
,240,,,,,120000,,500.0,0.0,389,308
-32.047916412353516,244,0.00075,-19.492351531982422,0.1034763902425766,0.010263820178806782,130000,6334,500.0,0.0,419,309
,248,,,,,130000,,500.0,0.0,419,309
,252,,,,,130000,,500.0,0.0,419,309
,256,,,,,130000,,500.0,0.0,419,309
,260,,,,,130000,,500.0,0.0,419,309
-32.0028076171875,264,0.00075,-19.512056350708008,0.05559197813272476,0.007653329987078905,140000,6834,500.0,0.0,451,310
,268,,,,,140000,,500.0,0.0,451,310
,272,,,,,140000,,500.0,0.0,451,310
,276,,,,,140000,,500.0,0.0,451,310
,280,,,,,140000,,500.0,0.0,451,310
-29.061908721923828,284,0.00075,-18.676998138427734,0.05161532014608383,0.005841236561536789,150000,7334,500.0,0.0,482,310
,288,,,,,150000,,500.0,0.0,482,310
,292,,,,,150000,,500.0,0.0,482,310
,296,,,,,150000,,500.0,0.0,482,310
,300,,,,,150000,,500.0,0.0,482,310
-34.03666687011719,304,0.00075,-18.227928161621094,0.033369552344083786,0.004723424091935158,160000,7834,500.0,0.0,515,310
,308,,,,,160000,,500.0,0.0,515,310
,312,,,,,160000,,500.0,0.0,515,310
,316,,,,,160000,,500.0,0.0,515,310
,320,,,,,160000,,500.0,0.0,515,310
-21.611431121826172,324,0.00075,-17.45179557800293,0.024293338879942894,0.0037983725778758526,170000,8334,500.0,0.0,547,310
,328,,,,,170000,,500.0,0.0,547,310
,332,,,,,170000,,500.0,0.0,547,310
,336,,,,,170000,,500.0,0.0,547,310
,340,,,,,170000,,500.0,0.0,547,310
-21.775760650634766,344,0.00075,-17.03603744506836,0.023146748542785645,0.003105276497080922,180000,8834,500.0,0.0,578,310
,348,,,,,180000,,500.0,0.0,578,310
,352,,,,,180000,,500.0,0.0,578,310
,356,,,,,180000,,500.0,0.0,578,310
,360,,,,,180000,,500.0,0.0,578,310
-12.291640281677246,364,0.00075,-16.74374008178711,0.10373599827289581,0.0027542293537408113,190000,9334,500.0,0.0,610,311
,368,,,,,190000,,500.0,0.0,610,311
,372,,,,,190000,,500.0,0.0,610,311
,376,,,,,190000,,500.0,0.0,610,311
,380,,,,,190000,,500.0,0.0,610,311
11.70672607421875,384,0.00075,-15.992393493652344,0.01852293685078621,0.0025898476596921682,200000,9834,500.0,0.0,643,310
,388,,,,,200000,,500.0,0.0,643,310
,392,,,,,200000,,500.0,0.0,643,310
,396,,,,,200000,,500.0,0.0,643,310
,400,,,,,200000,,500.0,0.0,643,310
-19.552738189697266,404,0.00075,-15.57784652709961,3.77972674369812,0.002376339863985777,210000,10334,500.0,0.0,674,311
,408,,,,,210000,,500.0,0.0,674,311
,412,,,,,210000,,500.0,0.0,674,311
,416,,,,,210000,,500.0,0.0,674,311
,420,,,,,210000,,500.0,0.0,674,311
-9.584593772888184,424,0.00075,-15.634444236755371,0.02924782782793045,0.002186206402257085,220000,10834,500.0,0.0,707,311
,428,,,,,220000,,500.0,0.0,707,311
,432,,,,,220000,,500.0,0.0,707,311
,436,,,,,220000,,500.0,0.0,707,311
,440,,,,,220000,,500.0,0.0,707,311
-19.795759201049805,444,0.00075,-15.180379867553711,0.03224465996026993,0.0022093530278652906,230000,11334,500.0,0.0,740,310
,448,,,,,230000,,500.0,0.0,740,310
,452,,,,,230000,,500.0,0.0,740,310
,456,,,,,230000,,500.0,0.0,740,310
,460,,,,,230000,,500.0,0.0,740,310
1.8970824480056763,464,0.00075,-14.436994552612305,0.012995965778827667,0.001980271888896823,240000,11834,500.0,0.0,771,311
,468,,,,,240000,,500.0,0.0,771,311
,472,,,,,240000,,500.0,0.0,771,311
,476,,,,,240000,,500.0,0.0,771,311
,480,,,,,240000,,500.0,0.0,771,311
-7.331902503967285,484,0.00075,-13.977031707763672,0.042688943445682526,0.0018523541511967778,250000,12334,500.0,0.0,802,311
,488,,,,,250000,,500.0,0.0,803,311
,492,,,,,250000,,500.0,0.0,803,311
,496,,,,,250000,,500.0,0.0,803,311
,500,,,,,250000,,500.0,0.0,803,311
1.7538824081420898,504,0.00075,-13.813761711120605,0.8437446355819702,0.001885716337710619,260000,12834,500.0,0.0,833,312
,508,,,,,260000,,500.0,0.0,833,312
,512,,,,,260000,,500.0,0.0,833,312
,516,,,,,260000,,500.0,0.0,833,312
,520,,,,,260000,,500.0,0.0,833,312
-9.573808670043945,524,0.00075,-13.182821273803711,0.014462254010140896,0.0019425534410402179,270000,13334,500.0,0.0,866,311
,528,,,,,270000,,500.0,0.0,866,311
,532,,,,,270000,,500.0,0.0,866,311
,536,,,,,270000,,500.0,0.0,866,311
,540,,,,,270000,,500.0,0.0,866,311
0.5500766038894653,544,0.00075,-13.162566184997559,0.01867292821407318,0.0020480621606111526,280000,13834,500.0,0.0,898,311
,548,,,,,280000,,500.0,0.0,898,311
,552,,,,,280000,,500.0,0.0,898,311
,556,,,,,280000,,500.0,0.0,898,311
,560,,,,,280000,,500.0,0.0,898,311
-4.494193077087402,564,0.00075,-12.973226547241211,0.01258874125778675,0.001879069721326232,290000,14334,500.0,0.0,930,311
,568,,,,,290000,,500.0,0.0,930,311
,572,,,,,290000,,500.0,0.0,930,311
,576,,,,,290000,,500.0,0.0,930,311
,580,,,,,290000,,500.0,0.0,930,311
-6.329789161682129,584,0.00075,-12.52845573425293,0.02046336606144905,0.001650353311561048,300000,14834,500.0,0.45,959,312
,588,,,,,300000,,500.0,0.45,959,312
,592,,,,,300000,,500.0,0.45,959,312
,596,,,,,300000,,500.0,0.45,959,312
,600,,,,,300000,,500.0,0.45,959,312
17.86394691467285,604,0.00075,-12.182682037353516,0.019836336374282837,0.0016702322755008936,310000,15334,500.0,0.45,991,312
,608,,,,,310000,,500.0,0.45,991,312
,612,,,,,310000,,500.0,0.45,991,312
,616,,,,,310000,,500.0,0.45,991,312
,620,,,,,310000,,500.0,0.45,991,312
20.274520874023438,624,0.00075,-11.85431957244873,0.652248740196228,0.0020293178968131542,320000,15834,500.0,0.45,1023,312
,628,,,,,320000,,500.0,0.45,1023,312
,632,,,,,320000,,500.0,0.45,1023,312
,636,,,,,320000,,500.0,0.45,1024,312
,640,,,,,320000,,500.0,0.45,1024,312
5.123620986938477,644,0.00075,-11.880630493164062,0.008677671663463116,0.001995543483644724,330000,16334,500.0,0.45,1057,312
,648,,,,,330000,,500.0,0.45,1057,312
,652,,,,,330000,,500.0,0.45,1057,312
,656,,,,,330000,,500.0,0.45,1057,312
,660,,,,,330000,,500.0,0.45,1057,312
-4.165378093719482,664,0.00075,-11.458389282226562,0.01639999821782112,0.0018845576560124755,340000,16834,500.0,0.45,1089,312
,668,,,,,340000,,500.0,0.45,1089,312
,672,,,,,340000,,500.0,0.45,1089,312
,676,,,,,340000,,500.0,0.45,1089,312
,680,,,,,340000,,500.0,0.45,1089,312
-5.509328842163086,684,0.00075,-11.184945106506348,0.7902882099151611,0.0016880263574421406,350000,17334,500.0,0.0,1121,312
,688,,,,,350000,,500.0,0.0,1121,312
,692,,,,,350000,,500.0,0.0,1121,312
,696,,,,,350000,,500.0,0.0,1121,312
,700,,,,,350000,,500.0,0.0,1121,312
6.014454364776611,704,0.00075,-10.842063903808594,0.020172271877527237,0.001593210268765688,360000,17834,500.0,0.0,1152,312
,708,,,,,360000,,500.0,0.0,1152,312
,712,,,,,360000,,500.0,0.0,1152,312
,716,,,,,360000,,500.0,0.0,1152,312
,720,,,,,360000,,500.0,0.0,1152,312
-4.696649074554443,724,0.00075,-10.572647094726562,0.01498647965490818,0.0016291998326778412,370000,18334,500.0,0.0,1185,312
,728,,,,,370000,,500.0,0.0,1185,312
,732,,,,,370000,,500.0,0.0,1185,312
,736,,,,,370000,,500.0,0.0,1185,312
,740,,,,,370000,,500.0,0.0,1185,312
8.263174057006836,744,0.00075,-10.444496154785156,0.00978148728609085,0.0014752179849892855,380000,18834,500.0,0.0,1217,312
,748,,,,,380000,,500.0,0.0,1217,312
,752,,,,,380000,,500.0,0.0,1217,312
,756,,,,,380000,,500.0,0.0,1217,312
,760,,,,,380000,,500.0,0.0,1217,312
-9.610799789428711,764,0.00075,-10.21728515625,0.008615726605057716,0.001410217140801251,390000,19334,500.0,0.0,1250,311
,768,,,,,390000,,500.0,0.0,1250,311
,772,,,,,390000,,500.0,0.0,1250,311
,776,,,,,390000,,500.0,0.0,1250,311
,780,,,,,390000,,500.0,0.0,1250,311
-5.4775261878967285,784,0.00075,-9.847338676452637,0.011535445228219032,0.0013980090152472258,400000,19834,500.0,0.0,1282,311
,788,,,,,400000,,500.0,0.0,1282,311
,792,,,,,400000,,500.0,0.0,1282,311
,796,,,,,400000,,500.0,0.0,1282,311
,800,,,,,400000,,500.0,0.0,1282,311
5.10621976852417,804,0.00075,-9.560754776000977,0.04101412743330002,0.0013820214662700891,410000,20334,500.0,0.0,1313,312
,808,,,,,410000,,500.0,0.0,1313,312
,812,,,,,410000,,500.0,0.0,1313,312
,816,,,,,410000,,500.0,0.0,1313,312
,820,,,,,410000,,500.0,0.0,1313,312
12.97131633758545,824,0.00075,-9.55427360534668,0.005329600535333157,0.0014942188281565905,420000,20834,500.0,0.0,1346,311
,828,,,,,420000,,500.0,0.0,1346,311
,832,,,,,420000,,500.0,0.0,1346,311
,836,,,,,420000,,500.0,0.0,1346,311
,840,,,,,420000,,500.0,0.0,1346,311
-1.1426050662994385,844,0.00075,-9.21180248260498,0.005522092804312706,0.0013987998245283961,430000,21334,500.0,0.0,1378,311
,848,,,,,430000,,500.0,0.0,1378,311
,852,,,,,430000,,500.0,0.0,1378,311
,856,,,,,430000,,500.0,0.0,1378,311
,860,,,,,430000,,500.0,0.0,1378,311
-8.39393424987793,864,0.00075,-9.197866439819336,0.00565293338149786,0.001278179814107716,440000,21834,500.0,0.0,1410,311
,868,,,,,440000,,500.0,0.0,1410,311
,872,,,,,440000,,500.0,0.0,1410,311
,876,,,,,440000,,500.0,0.0,1410,311
,880,,,,,440000,,500.0,0.0,1410,311
0.8310277462005615,884,0.00075,-8.891969680786133,0.007042988203465939,0.0013661496341228485,450000,22334,500.0,0.0,1442,311
,888,,,,,450000,,500.0,0.0,1442,311
,892,,,,,450000,,500.0,0.0,1442,311
,896,,,,,450000,,500.0,0.0,1442,311
,900,,,,,450000,,500.0,0.0,1442,311
33.467323303222656,904,0.00075,-8.531089782714844,0.012535503134131432,0.0013065512757748365,460000,22834,500.0,0.0,1473,312
,908,,,,,460000,,500.0,0.0,1473,312
,912,,,,,460000,,500.0,0.0,1473,312
,916,,,,,460000,,500.0,0.0,1473,312
,920,,,,,460000,,500.0,0.0,1473,312
-20.58786964416504,924,0.00075,-8.35774040222168,0.007751171477138996,0.0011052096961066127,470000,23334,500.0,0.0,1505,312
,928,,,,,470000,,500.0,0.0,1505,312
,932,,,,,470000,,500.0,0.0,1505,312
,936,,,,,470000,,500.0,0.0,1506,312
,940,,,,,470000,,500.0,0.0,1506,312
-2.4160315990448,944,0.00075,-8.231100082397461,0.4498777389526367,0.001153479446657002,480000,23834,500.0,0.0,1538,312
,948,,,,,480000,,500.0,0.0,1538,312
,952,,,,,480000,,500.0,0.0,1538,312
,956,,,,,480000,,500.0,0.0,1538,312
,960,,,,,480000,,500.0,0.0,1538,312
-4.063347816467285,964,0.00075,-8.019886016845703,0.005503527820110321,0.0012307226425036788,490000,24334,500.0,0.0,1571,311
,968,,,,,490000,,500.0,0.0,1571,311
,972,,,,,490000,,500.0,0.0,1571,311
,976,,,,,490000,,500.0,0.0,1571,311
,980,,,,,490000,,500.0,0.0,1571,311
-2.436030149459839,984,0.00075,-7.84575080871582,0.005118606612086296,0.0012132382253184915,500000,24834,500.0,0.0,1602,312
,988,,,,,500000,,500.0,0.0,1602,312
,992,,,,,500000,,500.0,0.0,1602,312
,996,,,,,500000,,500.0,0.0,1602,312
,1000,,,,,500000,,500.0,0.0,1602,312
4.614635944366455,1004,0.00075,-7.704217433929443,0.006060700863599777,0.0011378508061170578,510000,25334,500.0,0.0,1635,311
,1008,,,,,510000,,500.0,0.0,1635,311
,1012,,,,,510000,,500.0,0.0,1635,311
,1016,,,,,510000,,500.0,0.0,1635,311
,1020,,,,,510000,,500.0,0.0,1635,311
-5.9260101318359375,1024,0.00075,-7.489055156707764,0.004108936991542578,0.001117039006203413,520000,25834,500.0,0.0,1666,312
,1028,,,,,520000,,500.0,0.0,1666,312
,1032,,,,,520000,,500.0,0.0,1666,312
,1036,,,,,520000,,500.0,0.0,1666,312
,1040,,,,,520000,,500.0,0.0,1666,312
-5.32689094543457,1044,0.00075,-7.146364212036133,0.009349389001727104,0.0011220796732231975,530000,26334,500.0,0.0,1699,311
,1048,,,,,530000,,500.0,0.0,1699,311
,1052,,,,,530000,,500.0,0.0,1699,311
,1056,,,,,530000,,500.0,0.0,1699,311
,1060,,,,,530000,,500.0,0.0,1699,311
-6.925175189971924,1064,0.00075,-7.133025169372559,0.464036226272583,0.0010542526142671704,540000,26834,500.0,0.0,1732,311
,1068,,,,,540000,,500.0,0.0,1732,311
,1072,,,,,540000,,500.0,0.0,1732,311
,1076,,,,,540000,,500.0,0.0,1732,311
,1080,,,,,540000,,500.0,0.0,1732,311
-4.544317722320557,1084,0.00075,-6.798630714416504,0.3700021505355835,0.001057494548149407,550000,27334,500.0,0.0,1764,311
,1088,,,,,550000,,500.0,0.0,1764,311
,1092,,,,,550000,,500.0,0.0,1764,311
,1096,,,,,550000,,500.0,0.0,1764,311
,1100,,,,,550000,,500.0,0.0,1764,311
-14.438138961791992,1104,0.00075,-6.916831016540527,0.008585918694734573,0.000998450443148613,560000,27834,500.0,0.0,1797,311
,1108,,,,,560000,,500.0,0.0,1797,311
,1112,,,,,560000,,500.0,0.0,1797,311
,1116,,,,,560000,,500.0,0.0,1797,311
,1120,,,,,560000,,500.0,0.0,1797,311
-5.009491920471191,1124,0.00075,-6.605267524719238,0.0038702134042978287,0.0008887735311873257,570000,28334,500.0,0.0,1830,311
,1128,,,,,570000,,500.0,0.0,1830,311
,1132,,,,,570000,,500.0,0.0,1830,311
,1136,,,,,570000,,500.0,0.0,1830,311
,1140,,,,,570000,,500.0,0.0,1830,311
1.4025541543960571,1144,0.00075,-6.467897891998291,0.004595492035150528,0.0008812659652903676,580000,28834,500.0,0.0,1862,311
,1148,,,,,580000,,500.0,0.0,1862,311
,1152,,,,,580000,,500.0,0.0,1862,311
,1156,,,,,580000,,500.0,0.0,1862,311
,1160,,,,,580000,,500.0,0.0,1862,311
-5.4347968101501465,1164,0.00075,-6.250519752502441,0.0031675673089921474,0.0008505711448378861,590000,29334,500.0,0.0,1895,311
,1168,,,,,590000,,500.0,0.0,1895,311
,1172,,,,,590000,,500.0,0.0,1895,311
,1176,,,,,590000,,500.0,0.0,1895,311
,1180,,,,,590000,,500.0,0.0,1895,311
-6.979743003845215,1184,0.00075,-6.06672477722168,0.0033646649681031704,0.0008467482402920723,600000,29834,500.0,0.0,1927,311
,1188,,,,,600000,,500.0,0.0,1927,311
,1192,,,,,600000,,500.0,0.0,1927,311
,1196,,,,,600000,,500.0,0.0,1927,311
,1200,,,,,600000,,500.0,0.0,1927,311
10.357136726379395,1204,0.00075,-5.918236255645752,0.007325279526412487,0.0008398407371714711,610000,30334,500.0,0.0,1958,311
,1208,,,,,610000,,500.0,0.0,1958,311
,1212,,,,,610000,,500.0,0.0,1958,311
,1216,,,,,610000,,500.0,0.0,1958,311
,1220,,,,,610000,,500.0,0.0,1958,311
4.656192779541016,1224,0.00075,-5.861638069152832,0.0035633910447359085,0.0008341613574884832,620000,30834,500.0,0.0,1991,311
,1228,,,,,620000,,500.0,0.0,1991,311
,1232,,,,,620000,,500.0,0.0,1991,311
,1236,,,,,620000,,500.0,0.0,1991,311
,1240,,,,,620000,,500.0,0.0,1991,311
2.6881322860717773,1244,0.00075,-5.737375259399414,0.007005599327385426,0.0008027676958590746,630000,31334,500.0,0.0,2024,311
,1248,,,,,630000,,500.0,0.0,2024,311
,1252,,,,,630000,,500.0,0.0,2024,311
,1256,,,,,630000,,500.0,0.0,2024,311
,1260,,,,,630000,,500.0,0.0,2024,311
-19.240604400634766,1264,0.00075,-5.581477642059326,0.22401881217956543,0.0008000285597518086,640000,31834,500.0,0.39,2055,311
,1268,,,,,640000,,500.0,0.39,2055,311
,1272,,,,,640000,,500.0,0.39,2055,311
,1276,,,,,640000,,500.0,0.39,2055,311
,1280,,,,,640000,,500.0,0.39,2055,311
1.0351841449737549,1284,0.00075,-5.224462509155273,0.01176426000893116,0.0007470755954273045,650000,32334,500.0,0.39,2088,311
,1288,,,,,650000,,500.0,0.39,2088,311
,1292,,,,,650000,,500.0,0.39,2088,311
,1296,,,,,650000,,500.0,0.39,2088,311
,1300,,,,,650000,,500.0,0.39,2088,311
-0.6999947428703308,1304,0.00075,-5.301794052124023,0.3583034873008728,0.0007156679639592767,660000,32834,500.0,0.39,2121,311
,1308,,,,,660000,,500.0,0.39,2121,311
,1312,,,,,660000,,500.0,0.39,2121,311
,1316,,,,,660000,,500.0,0.39,2121,311
,1320,,,,,660000,,500.0,0.39,2121,311
-3.8169379234313965,1324,0.00075,-5.26369571685791,0.0019543920643627644,0.0007519175414927304,670000,33334,500.0,0.39,2153,311
,1328,,,,,670000,,500.0,0.39,2153,311
,1332,,,,,670000,,500.0,0.39,2153,311
,1336,,,,,670000,,500.0,0.39,2153,311
,1340,,,,,670000,,500.0,0.39,2153,311
-0.8969094753265381,1344,0.00075,-5.1565704345703125,0.007714374922215939,0.0006967114168219268,680000,33834,500.0,0.39,2185,311
,1348,,,,,680000,,500.0,0.39,2185,311
,1352,,,,,680000,,500.0,0.39,2185,311
,1356,,,,,680000,,500.0,0.39,2185,311
,1360,,,,,680000,,500.0,0.39,2185,311
-3.6556529998779297,1364,0.00075,-4.893813610076904,0.005374288186430931,0.000632597366347909,690000,34334,500.0,0.0,2216,311
,1368,,,,,690000,,500.0,0.0,2216,311
,1372,,,,,690000,,500.0,0.0,2216,311
,1376,,,,,690000,,500.0,0.0,2216,311
,1380,,,,,690000,,500.0,0.0,2216,311
17.512828826904297,1384,0.00075,-4.781650543212891,0.006362916436046362,0.000636052165646106,700000,34834,500.0,0.0,2249,311
,1388,,,,,700000,,500.0,0.0,2249,311
,1392,,,,,700000,,500.0,0.0,2249,311
,1396,,,,,700000,,500.0,0.0,2249,311
,1400,,,,,700000,,500.0,0.0,2249,311
-0.4043946862220764,1404,0.00075,-4.737584590911865,0.001394891645759344,0.0006548822275362909,710000,35334,500.0,0.0,2282,311
,1408,,,,,710000,,500.0,0.0,2282,311
,1412,,,,,710000,,500.0,0.0,2282,311
,1416,,,,,710000,,500.0,0.0,2282,311
,1420,,,,,710000,,500.0,0.0,2282,311
-8.793632507324219,1424,0.00075,-4.595952987670898,0.0012959863524883986,0.0005905093858018517,720000,35834,500.0,0.0,2315,310
,1428,,,,,720000,,500.0,0.0,2315,310
,1432,,,,,720000,,500.0,0.0,2315,310
,1436,,,,,720000,,500.0,0.0,2315,310
,1440,,,,,720000,,500.0,0.0,2315,310
-3.6601991653442383,1444,0.00075,-4.445528030395508,0.0012710430892184377,0.000564400281291455,730000,36334,500.0,0.0,2347,310
,1448,,,,,730000,,500.0,0.0,2347,310
,1452,,,,,730000,,500.0,0.0,2347,310
,1456,,,,,730000,,500.0,0.0,2348,310
,1460,,,,,730000,,500.0,0.0,2348,310
-3.861424207687378,1464,0.00075,-4.383833885192871,0.0015521362656727433,0.0005834274343214929,740000,36834,500.0,0.0,2379,310
,1468,,,,,740000,,500.0,0.0,2379,310
,1472,,,,,740000,,500.0,0.0,2379,310
,1476,,,,,740000,,500.0,0.0,2379,310
,1480,,,,,740000,,500.0,0.0,2379,310
-6.990756511688232,1484,0.00075,-4.22640323638916,0.0016362597234547138,0.0005195355624891818,750000,37334,500.0,0.0,2411,311
,1488,,,,,750000,,500.0,0.0,2411,311
,1492,,,,,750000,,500.0,0.0,2411,311
,1496,,,,,750000,,500.0,0.0,2411,311
,1500,,,,,750000,,500.0,0.0,2411,311
-13.506421089172363,1504,0.00075,-4.182161808013916,0.0032115743961185217,0.0005244233761914074,760000,37834,500.0,0.0,2443,311
,1508,,,,,760000,,500.0,0.0,2443,311
,1512,,,,,760000,,500.0,0.0,2443,311
,1516,,,,,760000,,500.0,0.0,2443,311
,1520,,,,,760000,,500.0,0.0,2443,311
4.624217510223389,1524,0.00075,-3.9366202354431152,0.003997721243649721,0.00043105133227072656,770000,38334,500.0,0.0,2474,311
,1528,,,,,770000,,500.0,0.0,2474,311
,1532,,,,,770000,,500.0,0.0,2474,311
,1536,,,,,770000,,500.0,0.0,2474,311
,1540,,,,,770000,,500.0,0.0,2474,311
7.3624653816223145,1544,0.00075,-3.927255630493164,0.040781475603580475,0.0005135099636390805,780000,38834,500.0,0.0,2507,311
,1548,,,,,780000,,500.0,0.0,2507,311
,1552,,,,,780000,,500.0,0.0,2507,311
,1556,,,,,780000,,500.0,0.0,2507,311
,1560,,,,,780000,,500.0,0.0,2507,311
4.332826137542725,1564,0.00075,-3.865147829055786,0.11650262773036957,0.0004345305496826768,790000,39334,500.0,2.56,2540,311
,1568,,,,,790000,,500.0,2.56,2540,311
,1572,,,,,790000,,500.0,2.56,2540,311
,1576,,,,,790000,,500.0,2.56,2540,311
,1580,,,,,790000,,500.0,2.56,2540,311
-8.86188793182373,1584,0.00075,-3.675839424133301,0.0021206026431173086,0.000520529632922262,800000,39834,500.0,2.56,2571,311
,1588,,,,,800000,,500.0,2.56,2572,311
,1592,,,,,800000,,500.0,2.56,2572,311
,1596,,,,,800000,,500.0,2.56,2572,311
,1600,,,,,800000,,500.0,2.56,2572,311
-3.8790283203125,1604,0.00075,-3.577646493911743,0.10684804618358612,0.0005417149513959885,810000,40334,500.0,2.56,2604,311
,1608,,,,,810000,,500.0,2.56,2604,311
,1612,,,,,810000,,500.0,2.56,2604,311
,1616,,,,,810000,,500.0,2.56,2604,311
,1620,,,,,810000,,500.0,2.56,2604,311
0.5132434368133545,1624,0.00075,-3.580291509628296,0.005349006503820419,0.0005226055509410799,820000,40834,500.0,2.56,2636,311
,1628,,,,,820000,,500.0,2.56,2636,311
,1632,,,,,820000,,500.0,2.56,2636,311
,1636,,,,,820000,,500.0,2.56,2636,311
,1640,,,,,820000,,500.0,2.56,2636,311
23.62549591064453,1644,0.00075,-3.4005002975463867,0.08640052378177643,0.0004628836759366095,830000,41334,500.0,2.56,2667,311
,1648,,,,,830000,,500.0,2.56,2668,311
,1652,,,,,830000,,500.0,2.56,2668,311
,1656,,,,,830000,,500.0,2.56,2668,311
,1660,,,,,830000,,500.0,2.56,2668,311
32.01231384277344,1664,0.00075,-3.3470284938812256,0.0011740069603547454,0.0004589382151607424,840000,41834,500.0,0.0,2700,311
,1668,,,,,840000,,500.0,0.0,2700,311
,1672,,,,,840000,,500.0,0.0,2700,311
,1676,,,,,840000,,500.0,0.0,2700,311
,1680,,,,,840000,,500.0,0.0,2700,311
-8.6179780960083,1684,0.00075,-3.226402521133423,0.004025823436677456,0.0004896907485090196,850000,42334,500.0,0.0,2733,310
,1688,,,,,850000,,500.0,0.0,2733,310
,1692,,,,,850000,,500.0,0.0,2733,310
,1696,,,,,850000,,500.0,0.0,2733,310
,1700,,,,,850000,,500.0,0.0,2733,310
-2.517859697341919,1704,0.00075,-3.224884033203125,0.09346069395542145,0.0005063716089352965,860000,42834,500.0,0.0,2765,310
,1708,,,,,860000,,500.0,0.0,2765,310
,1712,,,,,860000,,500.0,0.0,2765,310
,1716,,,,,860000,,500.0,0.0,2765,310
,1720,,,,,860000,,500.0,0.0,2765,310
-0.16429507732391357,1724,0.00075,-3.1453003883361816,0.0026745775248855352,0.0005056193331256509,870000,43334,500.0,0.0,2798,310
,1728,,,,,870000,,500.0,0.0,2798,310
