train/actor_loss,time/total_timesteps,train/critic_loss,train/ent_coef_loss,train/n_updates,time/fps,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/learning_rate,train/ent_coef,rollout/ep_len_mean
-13.117049217224121,10000,0.08261290937662125,-1.1767160892486572,334,428,23,0.0,4,0.0003,0.9048880338668823,500.0
,10000,,,,428,23,0.0,8,,,500.0
,10000,,,,428,23,0.0,12,,,500.0
,10000,,,,428,23,0.0,16,,,500.0
,10000,,,,428,23,0.0,20,,,500.0
-19.9685115814209,20000,2.1522324085235596,-2.9356801509857178,834,417,47,0.0,24,0.0003,0.7788019180297852,500.0
,20000,,,,417,47,0.0,28,,,500.0
,20000,,,,417,47,0.0,32,,,500.0
,20000,,,,417,47,0.0,36,,,500.0
,20000,,,,417,47,0.0,40,,,500.0
-26.623897552490234,30000,0.05223620682954788,-4.7242608070373535,1334,414,72,0.0,44,0.0003,0.6703317761421204,500.0
,30000,,,,414,72,0.0,48,,,500.0
,30000,,,,414,72,0.0,52,,,500.0
,30000,,,,414,72,0.0,56,,,500.0
,30000,,,,414,72,0.0,60,,,500.0
-32.00259780883789,40000,0.054108090698719025,-6.485422134399414,1834,411,97,0.0,64,0.0003,0.5769692063331604,500.0
,40000,,,,411,97,0.0,68,,,500.0
,40000,,,,411,97,0.0,72,,,500.0
,40000,,,,411,97,0.0,76,,,500.0
,40000,,,,411,97,0.0,80,,,500.0
-36.64888000488281,50000,9.359729766845703,-8.22384262084961,2334,408,122,0.0,84,0.0003,0.49659597873687744,500.0
,50000,,,,408,122,0.0,88,,,500.0
,50000,,,,408,122,0.0,92,,,500.0
,50000,,,,408,122,0.0,96,,,500.0
,50000,,,,408,122,0.0,100,,,500.0
-40.20733642578125,60000,0.01762383058667183,-10.004658699035645,2834,406,147,0.0,104,0.0003,0.4274462163448334,500.0
,60000,,,,406,147,0.0,108,,,500.0
,60000,,,,406,147,0.0,112,,,500.0
,60000,,,,406,147,0.0,116,,,500.0
,60000,,,,406,147,0.0,120,,,500.0
-42.94831848144531,70000,0.026679541915655136,-11.681802749633789,3334,404,173,0.0,124,0.0003,0.36794525384902954,500.0
,70000,,,,404,173,0.0,128,,,500.0
,70000,,,,404,173,0.0,132,,,500.0
,70000,,,,404,173,0.0,136,,,500.0
,70000,,,,404,173,0.0,140,,,500.0
-45.38558578491211,80000,0.03852991759777069,-13.57284164428711,3834,404,198,0.0,144,0.0003,0.31671735644340515,500.0
,80000,,,,404,198,0.0,148,,,500.0
,80000,,,,403,198,0.0,152,,,500.0
,80000,,,,403,198,0.0,156,,,500.0
,80000,,,,403,198,0.0,160,,,500.0
-46.696929931640625,90000,31.413089752197266,-15.30112075805664,4334,402,223,0.0,164,0.0003,0.2726196348667145,500.0
,90000,,,,402,223,0.0,168,,,500.0
,90000,,,,402,223,0.0,172,,,500.0
,90000,,,,402,223,0.0,176,,,500.0
,90000,,,,402,223,0.0,180,,,500.0
-47.88654327392578,100000,0.11147015541791916,-17.03709602355957,4834,402,248,0.0,184,0.0003,0.23468126356601715,500.0
,100000,,,,402,248,0.0,188,,,500.0
,100000,,,,402,248,0.0,192,,,500.0
,100000,,,,402,248,0.0,196,,,500.0
,100000,,,,402,248,0.0,200,,,500.0
-49.118465423583984,110000,0.03248174116015434,-18.898635864257812,5334,402,273,0.0,204,0.0003,0.20207828283309937,500.0
,110000,,,,402,273,0.0,208,,,500.0
,110000,,,,402,273,0.0,212,,,500.0
,110000,,,,402,273,0.0,216,,,500.0
,110000,,,,402,273,0.0,220,,,500.0
-49.181419372558594,120000,0.1899699568748474,-20.575855255126953,5834,402,298,0.0,224,0.0003,0.1739862561225891,500.0
,120000,,,,402,298,0.0,228,,,500.0
,120000,,,,402,298,0.0,232,,,500.0
,120000,,,,402,298,0.0,236,,,500.0
,120000,,,,402,298,0.0,240,,,500.0
-49.91735076904297,130000,36.17353820800781,-21.89089584350586,6334,402,323,0.0,244,0.0003,0.14979131519794464,500.0
,130000,,,,402,323,0.0,248,,,500.0
